income,idapp,Education,income Groups,generation,Facebook,Flickr,Fox.com,LinkedIn,NYTimes.com,Weather.com,TripAdvisor.com,WSJ.com,Validation,Smart phone linear,smart_phone
42499.5,304529,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
64999.5,304712,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
74999.5,304714,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
89999.5,304787,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
89999.5,304808,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
27499.5,304971,College degree,Low - 31250,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
17499.5,305017,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
112499.5,306091,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
27499.5,306208,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
97499.5,306802,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,1,0,0,0,0,0,0,No
62499.5,307039,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,1,0,1,0,No
137499.5,309963,College degree,1e+5 - High,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
97499.5,310744,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,1,0,1,0,0,0,0,No
22499.5,310829,College degree,Low - 31250,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
112499.5,319784,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
52499.5,322654,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
62499.5,322885,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
87499.5,323753,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
162499.5,326487,College degree,1e+5 - High,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
52499.5,326683,College degree,31250 - 52500,Gen Y (18-30),0,0,0,1,1,0,0,0,0,0,No
48749.5,328231,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
74999.5,330394,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
52499.5,331799,College degree,31250 - 52500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
74999.5,332083,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
62499.5,332364,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,1,0,1,0,0,No
77499.5,334801,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
97499.5,338147,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
3749.5,338327,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,338682,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
52499.5,339979,College degree,31250 - 52500,Seniors (66+),1,0,0,0,0,0,0,0,1,0,No
27499.5,340472,College degree,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,1,0,0,1,0,No
27499.5,340757,College degree,Low - 31250,Gen X (31-44),1,1,0,0,0,0,1,0,0,0,No
74999.5,340870,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,1,0,0,1,0,No
32499.5,341155,College degree,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,1,0,0,1,0,No
82499.5,341282,College degree,72500 - 1e+5,Seniors (66+),1,0,1,1,0,0,0,0,0,0,No
112499.5,341915,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,1,0,1,0,No
137499.5,343900,College degree,1e+5 - High,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
3749.5,348528,College degree,Low - 31250,Seniors (66+),0,0,0,1,0,0,0,0,0,0,No
36249.5,349979,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
137499.5,350057,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
162499.5,350421,College degree,1e+5 - High,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
72499.5,359413,College degree,52500 - 72500,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
89999.5,360288,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
112499.5,360313,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,1,0,0,0,1,0,No
92499.5,360691,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
74999.5,360788,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
7499.5,361144,College degree,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
89999.5,361285,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
89999.5,361434,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,1,0,0,1,0,No
89999.5,363001,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
22499.5,363007,College degree,Low - 31250,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
23749.5,363790,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
32499.5,363794,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
64999.5,364219,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
187499.5,364290,College degree,1e+5 - High,Seniors (66+),1,0,0,0,0,1,0,1,1,0,No
112499.5,364593,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
23749.5,364681,College degree,Low - 31250,Seniors (66+),1,0,1,0,0,1,0,0,0,0,No
137499.5,364816,College degree,1e+5 - High,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
74999.5,364926,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
64999.5,364994,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
89999.5,365599,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
112499.5,365690,College degree,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
57499.5,365728,College degree,52500 - 72500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
64999.5,366059,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
47499.5,366214,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,1,0,0,0,No
37499.5,366227,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
47499.5,366292,College degree,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
27499.5,366325,College degree,Low - 31250,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
74999.5,367130,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
32499.5,367142,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
62499.5,367175,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
7499.5,367216,College degree,Low - 31250,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
57499.5,367429,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
64999.5,367462,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
7499.5,367793,College degree,Low - 31250,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
112499.5,367926,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
57499.5,368009,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
74999.5,368545,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
74999.5,368694,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,1,0,0,1,0,No
64999.5,368787,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,1,0,0,1,0,No
77499.5,368955,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
112499.5,368968,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,1,0,0,1,0,No
47499.5,369060,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,1,0,0,0,0,No
27499.5,369077,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
64999.5,369087,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
52499.5,370299,College degree,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
42499.5,370386,College degree,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
112499.5,371247,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
3749.5,371362,College degree,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
52499.5,372293,College degree,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
77499.5,373540,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
72499.5,374675,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,1,0,0,1,0,No
33749.5,377113,College degree,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
112499.5,378363,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
162499.5,379364,College degree,1e+5 - High,Seniors (66+),0,0,1,0,0,1,1,0,0,0,No
92499.5,379885,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
89999.5,381081,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
162499.5,381150,College degree,1e+5 - High,Younger Boomers (45-54),1,0,1,0,0,0,1,0,0,0,No
32499.5,381692,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
64999.5,381784,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
64999.5,381821,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,1,0,0,0,0,No
97499.5,389579,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
7499.5,390412,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
32499.5,390530,College degree,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
7499.5,390604,College degree,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
57499.5,391250,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
64999.5,391534,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
57499.5,391617,College degree,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,1,0,0,1,0,No
42499.5,391984,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
112499.5,392036,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
22499.5,392389,College degree,Low - 31250,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
112499.5,392456,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
112499.5,392589,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
67499.5,392634,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
89999.5,392731,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
112499.5,393059,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
32499.5,393079,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
57499.5,393113,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
74999.5,393282,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,1,0,No
74999.5,393757,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
57499.5,393786,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
72499.5,394122,College degree,52500 - 72500,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
112499.5,396614,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
62499.5,397103,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
137499.5,402553,College degree,1e+5 - High,Seniors (66+),0,0,0,0,0,0,1,0,0,0,No
112499.5,402903,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,1,0,No
72499.5,405285,College degree,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
62499.5,406528,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,1,0,0,0,0,No
112499.5,407974,College degree,72500 - 1e+5,Gen Y (18-30),1,0,1,1,0,1,0,0,1,0,No
72499.5,410180,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
33749.5,412994,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
137499.5,420207,College degree,1e+5 - High,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
112499.5,423810,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
77499.5,425678,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,1,0,0,0,0,No
82499.5,431830,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
41249.5,433184,College degree,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
112499.5,434110,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,435679,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,437785,College degree,72500 - 1e+5,Seniors (66+),1,0,0,0,0,0,0,0,0,0,No
41249.5,438642,College degree,31250 - 52500,Seniors (66+),1,0,1,0,0,1,0,0,0,0,No
57499.5,441319,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
72499.5,448171,College degree,52500 - 72500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
42499.5,450080,College degree,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
8749.5,450134,College degree,Low - 31250,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
57499.5,450681,College degree,52500 - 72500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,450832,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
42499.5,450920,College degree,31250 - 52500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
64999.5,451666,College degree,52500 - 72500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
64999.5,452101,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
137499.5,452663,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
33749.5,452714,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
52499.5,453359,College degree,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
64999.5,453427,College degree,52500 - 72500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
27499.5,453630,College degree,Low - 31250,Seniors (66+),1,0,0,0,0,0,0,0,0,0,No
112499.5,453849,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
42499.5,453904,College degree,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
27499.5,454064,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,454143,College degree,72500 - 1e+5,Younger Boomers (45-54),1,1,0,1,0,0,0,0,0,0,No
22499.5,454213,College degree,Low - 31250,Seniors (66+),0,0,0,0,0,0,0,0,1,0,No
57499.5,454704,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
22499.5,455331,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
27499.5,456077,College degree,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
23749.5,456127,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
112499.5,456287,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
32499.5,456489,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
57499.5,456501,College degree,52500 - 72500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
89999.5,456512,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
74999.5,457111,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
112499.5,457247,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
64999.5,457254,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
42499.5,457362,College degree,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
57499.5,457379,College degree,52500 - 72500,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
52499.5,457459,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
64999.5,457550,College degree,52500 - 72500,Gen X (31-44),0,0,0,0,0,0,0,0,0,0,No
7499.5,457599,College degree,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
47499.5,457738,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
52499.5,457763,College degree,31250 - 52500,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
27499.5,457801,College degree,Low - 31250,Younger Boomers (45-54),0,0,0,0,0,1,0,0,1,0,No
112499.5,457826,College degree,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
52499.5,457871,College degree,31250 - 52500,Younger Boomers (45-54),1,0,0,0,0,0,0,0,1,0,No
112499.5,457925,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
112499.5,457993,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,0,0,0,0,0,No
37499.5,457998,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
52499.5,458060,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,458063,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
74999.5,458746,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,1,0,0,0,No
64999.5,458968,College degree,52500 - 72500,Gen Y (18-30),1,0,0,1,0,0,0,0,1,0,No
74999.5,458994,College degree,72500 - 1e+5,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
41249.5,459287,College degree,31250 - 52500,Gen Y (18-30),1,0,0,0,0,1,0,0,1,0,No
52499.5,460007,College degree,31250 - 52500,Gen Y (18-30),0,0,0,0,0,1,0,0,0,0,No
112499.5,460963,College degree,72500 - 1e+5,Gen X (31-44),0,0,0,0,0,0,0,0,1,0,No
52499.5,466921,College degree,31250 - 52500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
77499.5,468216,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
112499.5,468440,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
162499.5,469128,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,1,0,0,1,0,No
77499.5,473340,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
82499.5,488482,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
187499.5,496622,College degree,1e+5 - High,Older Boomers (55-65),0,0,1,0,0,0,0,0,1,0,No
13749.5,502700,College degree,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,502717,College degree,72500 - 1e+5,Seniors (66+),0,0,0,0,0,0,0,1,0,0,No
137499.5,503683,College degree,1e+5 - High,Younger Boomers (45-54),1,0,0,1,0,1,0,0,0,0,No
67499.5,504281,College degree,52500 - 72500,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
16249.5,505268,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,1,0,0,1,0,No
112499.5,506092,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
137499.5,511557,College degree,1e+5 - High,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
62499.5,512758,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,517525,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
137499.5,518186,College degree,1e+5 - High,Younger Boomers (45-54),0,0,0,1,0,0,0,0,0,0,No
77499.5,519919,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,1,0,0,0,0,0,0,No
82499.5,521677,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
97499.5,521817,College degree,72500 - 1e+5,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
57499.5,523864,College degree,52500 - 72500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
16249.5,526231,College degree,Low - 31250,Gen X (31-44),1,0,0,0,0,0,0,0,1,0,No
82499.5,528963,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
112499.5,530018,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
224999.5,531353,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
112499.5,531945,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
87499.5,534252,College degree,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,1,0,No
137499.5,535839,College degree,1e+5 - High,Older Boomers (55-65),1,0,0,0,0,1,0,1,0,0,No
48749.5,537376,College degree,31250 - 52500,Gen X (31-44),1,0,0,0,0,0,0,0,0,0,No
87499.5,538712,College degree,72500 - 1e+5,Gen Y (18-30),0,0,0,0,1,1,0,1,0,0,No
43749.5,538787,College degree,31250 - 52500,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
97499.5,539074,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
72499.5,539650,College degree,52500 - 72500,Older Boomers (55-65),1,0,0,1,0,0,0,0,0,0,No
112499.5,539676,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
92499.5,543063,College degree,72500 - 1e+5,Older Boomers (55-65),1,1,0,0,0,0,0,0,1,0,No
46249.5,544819,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
46249.5,545543,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
162499.5,546607,College degree,1e+5 - High,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
112499.5,549009,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
97499.5,549713,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
97499.5,553126,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
112499.5,553314,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
92499.5,556545,College degree,72500 - 1e+5,Gen Y (18-30),0,0,0,0,0,0,0,0,0,0,No
72499.5,556578,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,1,0,0,0,No
67499.5,559258,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
62499.5,560159,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
224999.5,560855,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
62499.5,563439,College degree,52500 - 72500,Older Boomers (55-65),0,0,0,0,0,0,0,0,1,0,No
112499.5,563695,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
48749.5,565025,College degree,31250 - 52500,Seniors (66+),0,0,0,0,0,0,0,0,0,0,No
162499.5,568632,College degree,1e+5 - High,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
82499.5,573832,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
137499.5,574145,College degree,1e+5 - High,Seniors (66+),1,0,0,0,0,0,0,0,1,0,No
224999.5,574229,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,1,0,0,0,0,No
97499.5,577141,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
82499.5,583650,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,0,0,0,0,0,No
92499.5,584536,College degree,72500 - 1e+5,Gen X (31-44),1,0,1,0,0,0,0,0,0,0,No
112499.5,585904,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
31249.5,586718,College degree,Low - 31250,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
112499.5,587375,College degree,72500 - 1e+5,Younger Boomers (45-54),0,0,0,0,0,0,0,0,0,0,No
137499.5,587999,College degree,1e+5 - High,Older Boomers (55-65),1,0,0,0,0,0,0,0,1,0,No
82499.5,588642,College degree,72500 - 1e+5,Gen Y (18-30),1,0,0,0,0,1,0,0,0,0,No
162499.5,589254,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,0,0,0,0,0,0,0,No
72499.5,592391,College degree,52500 - 72500,Gen Y (18-30),1,0,0,0,0,0,0,0,1,0,No
112499.5,593010,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,0,0,0,0,0,No
11249.5,594491,College degree,Low - 31250,Older Boomers (55-65),1,0,0,0,0,1,0,0,1,0,No
112499.5,594975,College degree,72500 - 1e+5,Older Boomers (55-65),1,0,0,0,0,1,0,0,0,0,No
137499.5,596013,College degree,1e+5 - High,Younger Boomers (45-54),1,0,0,0,0,1,0,0,0,0,No
224999.5,596372,College degree,1e+5 - High,Older Boomers (55-65),0,0,0,1,0,0,1,1,0,0,No
87499.5,596870,College degree,72500 - 1e+5,Older Boomers (55-65),0,0,0,0,1,0,0,0,1,0,No
